KP,mean,std,target,Attack,Dataset
3,121.9111328125,73.95156469275274,1,fgsm,cifar10
2,117.01790364583333,72.86808554999948,1,fgsm,cifar10
1,122.2744140625,76.00091679397075,1,fgsm,cifar10
0,129.7099609375,72.44279500844316,1,fgsm,cifar10
4,126.50260416666667,74.38865150735062,1,fgsm,cifar10
0,127.29361979166667,73.20729630536978,1,fgsm,cifar10
5,134.8447265625,73.75216523613786,1,fgsm,cifar10
7,127.86100260416667,73.70446175354026,1,fgsm,cifar10
1,125.984375,75.02277332311753,1,fgsm,cifar10
0,130.05436197916666,71.82546070227511,1,fgsm,cifar10
2,122.4287109375,74.6034693773002,1,fgsm,cifar10
3,133.13118489583334,73.04939870353671,1,fgsm,cifar10
1,126.35123697916667,73.54285614049961,1,fgsm,cifar10
1,125.337890625,74.13214435717488,1,fgsm,cifar10
0,133.55045572916666,72.9169759497957,1,fgsm,cifar10
1,121.42578125,74.6338550941637,1,fgsm,cifar10
0,122.23372395833333,72.85610374651196,1,fgsm,cifar10
5,126.2841796875,74.59445463329646,1,fgsm,cifar10
1,121.10709635416667,70.76188239143586,1,fgsm,cifar10
7,125.43033854166667,71.766550669245,1,fgsm,cifar10
4,127.12109375,74.40403764400584,1,fgsm,cifar10
1,124.85319010416667,72.91767293972435,1,fgsm,cifar10
4,126.21484375,74.5758811514939,1,fgsm,cifar10
3,121.81282552083333,73.54300110579392,1,fgsm,cifar10
4,123.1923828125,72.28470948698147,1,fgsm,cifar10
3,121.2333984375,74.67120579930277,1,fgsm,cifar10
4,124.712890625,72.46611344858553,1,fgsm,cifar10
1,130.9921875,73.8511118711999,1,fgsm,cifar10
2,122.1630859375,74.40149801219964,1,fgsm,cifar10
0,123.97721354166667,74.50824033710407,1,fgsm,cifar10
1,130.12109375,74.01777114152698,1,fgsm,cifar10
0,125.74088541666667,74.37893619970612,1,fgsm,cifar10
6,136.37565104166666,73.26879835803179,1,fgsm,cifar10
6,133.82454427083334,71.58130934885841,1,fgsm,cifar10
0,124.19466145833333,72.42653947872704,1,fgsm,cifar10
6,126.52473958333333,76.49323714492485,1,fgsm,cifar10
4,129.69759114583334,74.8065837239928,1,fgsm,cifar10
4,129.80208333333334,74.08952801781533,1,fgsm,cifar10
0,123.0419921875,71.67607000718272,1,fgsm,cifar10
3,125.5322265625,74.14247986384122,1,fgsm,cifar10
2,129.53580729166666,74.5927609605156,1,fgsm,cifar10
5,128.92154947916666,73.95119509073065,1,fgsm,cifar10
4,121.56868489583333,73.48930006679376,1,fgsm,cifar10
6,123.57486979166667,82.68225363719462,1,fgsm,cifar10
2,129.52701822916666,74.0196827240879,1,fgsm,cifar10
5,123.81217447916667,74.65849626697526,1,fgsm,cifar10
3,130.56119791666666,74.23882540229086,1,fgsm,cifar10
2,130.83072916666666,74.27164461590286,1,fgsm,cifar10
6,123.54557291666667,74.25707733080328,1,fgsm,cifar10
5,128.14713541666666,72.47703283442293,1,fgsm,cifar10
2,121.42545572916667,72.42884036277682,1,fgsm,cifar10
3,126.0283203125,74.28081103604306,1,fgsm,cifar10
1,125.36393229166667,72.00253437893761,1,fgsm,cifar10
3,122.77864583333333,73.9587446157022,1,fgsm,cifar10
0,135.32096354166666,74.42143554889634,1,fgsm,cifar10
1,120.16796875,69.04640821762419,1,fgsm,cifar10
1,122.7509765625,73.86772309164871,1,fgsm,cifar10
