KP,mean,std,target,Attack,Dataset
13,132.935546875,68.24950212836073,1,deepfool,cifar10
7,146.1533203125,78.3210912682314,1,deepfool,cifar10
8,132.19986979166666,70.81547822724892,1,deepfool,cifar10
8,134.2607421875,48.474988239313724,1,deepfool,cifar10
10,131.50325520833334,76.0012527698575,1,deepfool,cifar10
16,129.36458333333334,64.4933510462999,1,deepfool,cifar10
13,89.251953125,65.42941152484497,1,deepfool,cifar10
12,141.716796875,56.47438349312073,1,deepfool,cifar10
10,116.63932291666667,70.29949855986486,1,deepfool,cifar10
10,141.18098958333334,67.42620026071292,1,deepfool,cifar10
5,100.47330729166667,59.09789969107843,1,deepfool,cifar10
12,123.68684895833333,75.82396988559056,1,deepfool,cifar10
13,119.07649739583333,64.73899527611427,1,deepfool,cifar10
10,93.216796875,71.21516981084004,1,deepfool,cifar10
15,134.95149739583334,77.24371633694109,1,deepfool,cifar10
14,127.71516927083333,74.9771843441482,1,deepfool,cifar10
8,123.13118489583333,73.56455773079539,1,deepfool,cifar10
11,145.26106770833334,65.87897083917557,1,deepfool,cifar10
15,150.18391927083334,79.70722518189696,1,deepfool,cifar10
10,127.26529947916667,63.75795867616737,1,deepfool,cifar10
19,128.50227864583334,76.15045772767711,1,deepfool,cifar10
3,148.98763020833334,42.09978688134095,1,deepfool,cifar10
12,110.3154296875,64.8988066977006,1,deepfool,cifar10
8,123.91731770833333,71.50596506616147,1,deepfool,cifar10
27,144.67154947916666,58.954032141748534,1,deepfool,cifar10
17,143.52213541666666,75.08590604704489,1,deepfool,cifar10
13,133.98860677083334,70.18096978902123,1,deepfool,cifar10
3,112.19759114583333,64.27720087643884,1,deepfool,cifar10
12,107.5146484375,54.930021755348854,1,deepfool,cifar10
15,122.40755208333333,79.52596298067853,1,deepfool,cifar10
11,153.19759114583334,84.54447031951607,1,deepfool,cifar10
18,146.7734375,65.20096408138433,1,deepfool,cifar10
12,115.81868489583333,55.01170146182799,1,deepfool,cifar10
11,133.33365885416666,81.47095012066042,1,deepfool,cifar10
9,140.07942708333334,74.50461103519429,1,deepfool,cifar10
13,136.61588541666666,60.140850930206405,1,deepfool,cifar10
9,131.00065104166666,66.23975612157126,1,deepfool,cifar10
11,88.59895833333333,54.3984734408204,1,deepfool,cifar10
10,94.03125,70.61211118936289,1,deepfool,cifar10
9,153.22102864583334,57.34541085877736,1,deepfool,cifar10
2,127.27864583333333,67.5341305006657,1,deepfool,cifar10
9,139.48470052083334,68.83537879955391,1,deepfool,cifar10
15,111.93717447916667,67.96403101192384,1,deepfool,cifar10
9,131.77506510416666,71.48138278874113,1,deepfool,cifar10
8,129.95442708333334,75.0929596445144,1,deepfool,cifar10
16,150.80403645833334,63.619493001880016,1,deepfool,cifar10
12,126.42057291666667,66.21525651594274,1,deepfool,cifar10
15,133.23893229166666,76.08414360477799,1,deepfool,cifar10
13,121.099609375,70.60666494362934,1,deepfool,cifar10
6,137.96061197916666,73.79309729716668,1,deepfool,cifar10
2,107.51529947916667,60.64308892320775,1,deepfool,cifar10
10,118.72721354166667,70.24880881167392,1,deepfool,cifar10
5,110.37141927083333,73.77708874046641,1,deepfool,cifar10
13,129.763671875,74.37234781194799,1,deepfool,cifar10
14,85.88020833333333,75.01424250470197,1,deepfool,cifar10
9,125.64453125,76.6015398958949,1,deepfool,cifar10
19,127.48111979166667,79.62439689254599,1,deepfool,cifar10
13,124.95442708333333,68.53704451589259,1,deepfool,cifar10
7,101.32747395833333,80.67844282511098,1,deepfool,cifar10
4,156.88606770833334,66.97521036893868,1,deepfool,cifar10
8,105.544921875,67.40818309706371,1,deepfool,cifar10
15,141.87825520833334,69.60087983715394,1,deepfool,cifar10
6,93.32942708333333,48.64832824295028,1,deepfool,cifar10
12,122.34798177083333,69.33095302234403,1,deepfool,cifar10
3,104.5615234375,58.50212910030435,1,deepfool,cifar10
6,107.02506510416667,76.55423928157535,1,deepfool,cifar10
14,145.97916666666666,62.98938261813259,1,deepfool,cifar10
13,125.84049479166667,75.476036094817,1,deepfool,cifar10
9,130.4287109375,64.34954072653585,1,deepfool,cifar10
13,120.20377604166667,59.39791394884412,1,deepfool,cifar10
9,182.70540364583334,83.10542885649899,1,deepfool,cifar10
10,143.70540364583334,77.65462682932866,1,deepfool,cifar10
11,70.00651041666667,59.86467124841869,1,deepfool,cifar10
5,114.17024739583333,74.65983042703148,1,deepfool,cifar10
9,144.8212890625,62.45868927868408,1,deepfool,cifar10
7,157.84798177083334,58.650193878786894,1,deepfool,cifar10
19,137.04817708333334,76.45621014877385,1,deepfool,cifar10
14,108.12858072916667,64.71731144560772,1,deepfool,cifar10
12,151.64713541666666,64.44128403712004,1,deepfool,cifar10
12,113.36783854166667,75.07668652423877,1,deepfool,cifar10
12,118.5859375,79.59521207068258,1,deepfool,cifar10
12,158.3720703125,58.83805803571473,1,deepfool,cifar10
11,117.8193359375,65.84857618339159,1,deepfool,cifar10
6,159.390625,45.71701984974934,1,deepfool,cifar10
5,141.10872395833334,73.28856724121556,1,deepfool,cifar10
9,131.17936197916666,74.50564324200467,1,deepfool,cifar10
8,155.76822916666666,103.8662971494753,1,deepfool,cifar10
7,163.70572916666666,69.56517669805235,1,deepfool,cifar10
8,98.88736979166667,77.56027319013653,1,deepfool,cifar10
12,141.138671875,63.63767387738282,1,deepfool,cifar10
13,68.6962890625,68.36293237251506,1,deepfool,cifar10
6,132.50260416666666,72.83896787395153,1,deepfool,cifar10
8,121.6416015625,67.66963608446797,1,deepfool,cifar10
3,155.7587890625,97.73259333720968,1,deepfool,cifar10
10,158.75227864583334,58.47598731546449,1,deepfool,cifar10
9,121.39420572916667,62.55919499749515,1,deepfool,cifar10
9,135.57454427083334,69.51053693438246,1,deepfool,cifar10
10,120.3544921875,84.4334602461236,1,deepfool,cifar10
8,121.02311197916667,65.94127861433036,1,deepfool,cifar10
15,136.79817708333334,75.39332660454876,1,deepfool,cifar10
8,94.333984375,78.78730320880668,1,deepfool,cifar10
14,128.01888020833334,61.820457813279425,1,deepfool,cifar10
7,142.94661458333334,51.77355619422001,1,deepfool,cifar10
15,111.6640625,70.99553729031851,1,deepfool,cifar10
12,147.7890625,68.85907054841546,1,deepfool,cifar10
9,122.8154296875,65.25186676833022,1,deepfool,cifar10
5,133.67350260416666,75.26444872945562,1,deepfool,cifar10
7,79.02311197916667,74.07905128578756,1,deepfool,cifar10
6,130.55826822916666,65.77181742468723,1,deepfool,cifar10
2,134.697265625,52.35997493897367,1,deepfool,cifar10
8,123.68326822916667,74.11396539595044,1,deepfool,cifar10
11,123.12630208333333,73.92370863131275,1,deepfool,cifar10
9,120.40462239583333,73.11329163507774,1,deepfool,cifar10
5,100.05598958333333,61.120131830470974,1,deepfool,cifar10
7,132.31575520833334,70.08917406190407,1,deepfool,cifar10
10,144.9482421875,78.94999464476128,1,deepfool,cifar10
6,134.0859375,73.03257986757579,1,deepfool,cifar10
8,129.6513671875,63.76735310878843,1,deepfool,cifar10
7,168.25520833333334,64.13472330291945,1,deepfool,cifar10
15,132.9501953125,66.61545675802263,1,deepfool,cifar10
11,118.46809895833333,72.82443069206937,1,deepfool,cifar10
10,135.15690104166666,66.20165168822997,1,deepfool,cifar10
17,144.322265625,67.61124086965546,1,deepfool,cifar10
12,133.70377604166666,82.45983654760555,1,deepfool,cifar10
5,126.64127604166667,63.62322886607628,1,deepfool,cifar10
15,162.58365885416666,91.17887649272154,1,deepfool,cifar10
13,142.05403645833334,70.08794652004836,1,deepfool,cifar10
9,153.45377604166666,71.66132256607965,1,deepfool,cifar10
9,104.81380208333333,64.073399110522,1,deepfool,cifar10
14,102.66243489583333,66.23049844729279,1,deepfool,cifar10
6,120.62044270833333,79.00721768007128,1,deepfool,cifar10
12,132.93391927083334,78.55958313557849,1,deepfool,cifar10
9,123.41731770833333,68.06149660237728,1,deepfool,cifar10
10,126.59505208333333,58.150980084015906,1,deepfool,cifar10
5,119.20572916666667,71.06072857778787,1,deepfool,cifar10
11,130.02083333333334,55.60129573386701,1,deepfool,cifar10
18,128.2236328125,66.8884557198533,1,deepfool,cifar10
9,131.615234375,76.68853076188218,1,deepfool,cifar10
4,111.9794921875,32.96253142359473,1,deepfool,cifar10
15,90.44368489583333,69.77597719310911,1,deepfool,cifar10
14,122.828125,83.26539181986492,1,deepfool,cifar10
11,127.470703125,73.44315355568251,1,deepfool,cifar10
7,135.61458333333334,59.97071058274207,1,deepfool,cifar10
7,130.794921875,68.47347914781147,1,deepfool,cifar10
12,167.279296875,44.27663145468258,1,deepfool,cifar10
12,134.0986328125,74.72192359911084,1,deepfool,cifar10
16,148.765625,67.06971071840265,1,deepfool,cifar10
23,111.53352864583333,81.97546703877737,1,deepfool,cifar10
15,114.92643229166667,67.40073755520226,1,deepfool,cifar10
10,111.89095052083333,72.87809360840497,1,deepfool,cifar10
9,132.4375,71.09375800137865,1,deepfool,cifar10
4,113.0078125,65.92067679882793,1,deepfool,cifar10
11,142.68229166666666,73.14882757104296,1,deepfool,cifar10
16,135.42903645833334,82.51088619942462,1,deepfool,cifar10
7,123.349609375,58.15731995340951,1,deepfool,cifar10
1,164.20768229166666,44.16479302078113,1,deepfool,cifar10
17,157.18001302083334,70.66011552819815,1,deepfool,cifar10
10,109.1552734375,74.18090384885818,1,deepfool,cifar10
8,171.2275390625,85.10766854680462,1,deepfool,cifar10
10,133.61848958333334,53.141874330323105,1,deepfool,cifar10
5,114.11653645833333,79.87413742346494,1,deepfool,cifar10
9,87.16373697916667,53.89387488785624,1,deepfool,cifar10
11,130.48665364583334,67.17075051759555,1,deepfool,cifar10
2,108.39485677083333,69.55776302480434,1,deepfool,cifar10
7,150.18717447916666,65.76451366695868,1,deepfool,cifar10
9,130.0771484375,66.62556571597496,1,deepfool,cifar10
15,118.94498697916667,75.34370881758623,1,deepfool,cifar10
7,128.36002604166666,74.73797883295538,1,deepfool,cifar10
15,125.90885416666667,74.83340295358204,1,deepfool,cifar10
9,135.67643229166666,74.30346847918474,1,deepfool,cifar10
7,161.94856770833334,45.55535871326841,1,deepfool,cifar10
8,111.56412760416667,86.20936774736917,1,deepfool,cifar10
13,136.568359375,67.96618753400539,1,deepfool,cifar10
19,129.23795572916666,64.82188159278759,1,deepfool,cifar10
4,161.00358072916666,60.19999291362652,1,deepfool,cifar10
1,107.69563802083333,61.732170688270294,1,deepfool,cifar10
15,106.12337239583333,64.45558001599879,1,deepfool,cifar10
23,111.04752604166667,79.18139560337092,1,deepfool,cifar10
7,122.19856770833333,68.30028922611871,1,deepfool,cifar10
8,136.50227864583334,43.636525061304525,1,deepfool,cifar10
8,111.34830729166667,70.80264656773154,1,deepfool,cifar10
6,115.29069010416667,62.63288187169451,1,deepfool,cifar10
18,122.97884114583333,59.41376642032049,1,deepfool,cifar10
12,113.14583333333333,74.7590577795074,1,deepfool,cifar10
8,172.623046875,52.29086554402641,1,deepfool,cifar10
9,132.998046875,70.99214731264705,1,deepfool,cifar10
13,123.56998697916667,71.06379691021651,1,deepfool,cifar10
8,211.53971354166666,66.21369082063008,1,deepfool,cifar10
8,177.83040364583334,72.39110518087118,1,deepfool,cifar10
5,146.60807291666666,77.7685045280583,1,deepfool,cifar10
12,199.71061197916666,76.75425074214219,1,deepfool,cifar10
8,120.19466145833333,66.91246878490198,1,deepfool,cifar10
7,126.62044270833333,66.8802786772227,1,deepfool,cifar10
17,123.9228515625,67.81670440823162,1,deepfool,cifar10
15,126.36100260416667,74.67213378256804,1,deepfool,cifar10
15,104.10514322916667,60.26583483880066,1,deepfool,cifar10
6,118.58626302083333,50.32984258792023,1,deepfool,cifar10
10,145.89811197916666,72.05828932625975,1,deepfool,cifar10
7,93.54557291666667,63.75682970879424,1,deepfool,cifar10
9,128.9501953125,88.52558002493633,1,deepfool,cifar10
11,103.68131510416667,70.35122349222722,1,deepfool,cifar10
14,137.20475260416666,75.8067081179935,1,deepfool,cifar10
3,135.58528645833334,63.168982675674336,1,deepfool,cifar10
7,136.06119791666666,58.83081367318891,1,deepfool,cifar10
12,133.17545572916666,30.536127700199273,1,deepfool,cifar10
14,183.212890625,81.48710666233164,1,deepfool,cifar10
10,186.64615885416666,75.55811980006,1,deepfool,cifar10
12,109.4013671875,61.7975378335124,1,deepfool,cifar10
12,131.17740885416666,76.63499909753138,1,deepfool,cifar10
8,149.9384765625,70.6163042357217,1,deepfool,cifar10
8,136.6806640625,62.438468150629454,1,deepfool,cifar10
8,138.71614583333334,62.30151816288103,1,deepfool,cifar10
17,134.1171875,73.51231868694379,1,deepfool,cifar10
6,145.619140625,71.50688425681115,1,deepfool,cifar10
5,106.13444010416667,66.24718567442089,1,deepfool,cifar10
11,140.404296875,66.33929498002645,1,deepfool,cifar10
9,119.9912109375,55.652461911170086,1,deepfool,cifar10
12,134.86783854166666,62.49458264284497,1,deepfool,cifar10
19,120.908203125,69.44732826094788,1,deepfool,cifar10
